c_avg_deg_cons,c_avg_dom_cons,c_avg_domdeg_cons,c_bounds_d,c_bounds_r,c_bounds_z,c_cv_deg_cons,c_cv_dom_cons,c_cv_domdeg_cons,c_domain,c_ent_deg_cons,c_ent_dom_cons,c_ent_domdeg_cons,c_logprod_deg_cons,c_logprod_dom_cons,c_max_deg_cons,c_max_dom_cons,c_max_domdeg_cons,c_min_deg_cons,c_min_dom_cons,c_min_domdeg_cons,c_num_cons,c_priority,c_ratio_cons,c_sum_ari_cons,c_sum_dom_cons,c_sum_domdeg_cons,d_array_cons,d_bool_cons,d_bool_vars,d_float_cons,d_float_vars,d_int_cons,d_int_vars,d_ratio_array_cons,d_ratio_bool_cons,d_ratio_bool_vars,d_ratio_float_cons,d_ratio_float_vars,d_ratio_int_cons,d_ratio_int_vars,d_ratio_set_cons,d_ratio_set_vars,d_set_cons,d_set_vars,gc_diff_globs,gc_global_cons,gc_ratio_diff,gc_ratio_globs,o_deg,o_deg_avg,o_deg_cons,o_deg_std,o_dom,o_dom_avg,o_dom_deg,o_dom_std,s_bool_search,s_first_fail,s_goal,s_indomain_max,s_indomain_min,s_input_order,s_int_search,s_labeled_vars,s_other_val,s_other_var,s_set_search,v_avg_deg_vars,v_avg_dom_vars,v_avg_domdeg_vars,v_cv_deg_vars,v_cv_dom_vars,v_cv_domdeg_vars,v_def_vars,v_ent_deg_vars,v_ent_dom_vars,v_ent_domdeg_vars,v_intro_vars,v_logprod_deg_vars,v_logprod_dom_vars,v_max_deg_vars,v_max_dom_vars,v_max_domdeg_vars,v_min_deg_vars,v_min_dom_vars,v_min_domdeg_vars,v_num_aliases,v_num_consts,v_num_vars,v_ratio_bounded,v_ratio_vars,v_sum_deg_vars,v_sum_dom_vars,"v_sum_domdeg_vars

",number_of_teams,fixtures_left,number_of_constraints,runtime,min_num_losses
2.70159,4.88258,1.72407,0,0,0,0.522622,0.695572,0.483155,0,1.4219,3.37644,1.39727,413.872,612.709,8,15.5542,3.30629,2,2,1,315,0,1.02273,865,1538.01,543.081,0,0,120,0,0,194,188,0,0,0.38961,0,0,0.615873,0.61039,0,0,0,0,0,0,-nan,0,1,0.361927,0.0031746,-0.509641,6,2.15636,6,1.27925,0,0,3,0,0,0,0,0,0,0,0,2.76299,2.78247,1.17186,1.252,0.903933,0.771447,267,1.03875,1.21949,0.59319,240,367.357,388.834,25,22,8,0,2,0.4,12,43,308,0.178571,0.977778,851,857,"360.933
",7,5,5,0.27,5
2.70032,4.92457,1.7392,0,0,0,0.517293,0.694192,0.483453,0,1.39858,3.21802,1.39357,416.453,619.948,8,14.8435,3.16529,2,2,1,317,0,1.02589,871,1561.09,551.326,0,0,120,0,0,196,189,0,0,0.38835,0,0,0.618297,0.61165,0,0,0,0,0,0,-nan,0,1,0.360981,0.00315457,-0.512774,7,2.48335,7,1.68272,0,0,3,0,0,0,0,0,0,0,0,2.77023,2.81877,1.1794,1.2462,0.881522,0.758421,267,1.04918,1.21245,0.585405,240,370.527,394.548,25,19,7,0,2,0.4,13,39,309,0.168285,0.974763,856,871,"364.433
",7,5,5,15.01,3
2.54545,3.89035,1.50318,0,0,0,0.569845,0.691273,0.375946,0,1.14602,3.13319,1.27776,323.595,455.116,9,24,3,2,2,1,264,0,1.03125,732,1027.05,396.839,0,0,108,0,0,155,148,0,0,0.421875,0,0,0.587121,0.578125,0,0,0,0,0,0,-nan,0,0,0,0,-0.699806,1,0.373723,inf,-0.91319,0,0,3,0,0,0,0,0,0,0,0,2.625,2.67578,1.20182,1.42897,0.685813,0.585485,239,0.842399,0.884281,0.83005,216,286.649,316.394,29,10,4,0,1,0.137931,13,35,256,0.1875,0.969697,672,685,"307.667
",8,1,1,0.10,0
2.60498,3.91714,1.47518,0,0,0,0.574408,0.685303,0.362413,0,1.16357,2.93124,1.26643,353.072,487.496,9,24,3,2,2,1,281,0,1.03309,779,1100.72,414.526,0,0,116,0,0,164,156,0,0,0.426471,0,0,0.58363,0.573529,0,0,0,0,0,0,-nan,0,1,0.371585,0.00355872,-0.425439,2,0.759777,2,-0.361728,0,0,3,0,0,0,0,0,0,0,0,2.69118,2.63235,1.19008,1.4771,0.6641,0.565611,256,0.810539,0.821617,0.797492,232,306.507,333.464,29,8,4,0,2,0.137931,14,30,272,0.161765,0.967972,732,716,"323.701
",8,1,1,0.06,1
2.60215,3.8807,1.46355,0,0,0,0.566764,0.665141,0.355856,0,1.17249,2.92111,1.2459,350.709,481.755,9,21,3,2,2,1,279,0,1.03333,773,1082.72,408.332,0,0,116,0,0,162,154,0,0,0.42963,0,0,0.580645,0.57037,0,0,0,0,0,0,-nan,0,1,0.371901,0.00358423,-0.423308,2,0.771429,2,-0.350184,0,0,3,0,0,0,0,0,0,0,0,2.68889,2.59259,1.17914,1.48379,0.652718,0.562663,255,0.785607,0.80134,0.773803,232,303.337,327.464,29,8,4,0,2,0.137931,13,31,270,0.162963,0.967742,726,700,"318.368
",8,1,1,0.06,1
2.5434,3.9159,1.51498,0,0,0,0.567328,0.683433,0.370954,0,1.11524,2.96367,1.27674,324.935,460.04,9,24,3,2,2,1,265,0,1.03516,735,1037.71,401.47,0,0,108,0,0,156,148,0,0,0.421875,0,0,0.588679,0.578125,0,0,0,0,0,0,-nan,0,1,0.379822,0.00377358,-0.43569,2,0.746356,2,-0.375282,0,0,3,0,0,0,0,0,0,0,0,2.63281,2.67969,1.20573,1.42344,0.675876,0.57564,240,0.80633,0.85194,0.778591,216,287.649,317.857,29,8,4,0,2,0.137931,13,31,256,0.171875,0.966038,674,686,"308.667
",8,1,1,0.06,1
2.54545,3.89035,1.50318,0,0,0,0.569845,0.691273,0.375946,0,1.14602,3.13319,1.27776,323.595,455.116,9,24,3,2,2,1,264,0,1.03125,732,1027.05,396.839,0,0,108,0,0,155,148,0,0,0.421875,0,0,0.587121,0.578125,0,0,0,0,0,0,-nan,0,0,0,0,-0.699806,1,0.373723,inf,-0.91319,0,0,3,0,0,0,0,0,0,0,0,2.625,2.67578,1.20182,1.42897,0.685813,0.585485,239,0.842399,0.884281,0.83005,216,286.649,316.394,29,10,4,0,1,0.137931,13,35,256,0.1875,0.969697,672,685,"307.667
",8,1,1,0.05,0
2.60215,3.8807,1.46355,0,0,0,0.566764,0.665141,0.355856,0,1.17249,2.92111,1.2459,350.709,481.755,9,21,3,2,2,1,279,0,1.03333,773,1082.72,408.332,0,0,116,0,0,162,154,0,0,0.42963,0,0,0.580645,0.57037,0,0,0,0,0,0,-nan,0,1,0.371901,0.00358423,-0.423308,2,0.771429,2,-0.350184,0,0,3,0,0,0,0,0,0,0,0,2.68889,2.59259,1.17914,1.48379,0.652718,0.562663,255,0.785607,0.80134,0.773803,232,303.337,327.464,29,8,4,0,2,0.137931,13,31,270,0.162963,0.967742,726,700,"318.368
",8,1,1,0.06,1
2.49372,3.92214,1.55194,0,0,0,0.554961,0.686035,0.390194,0,1.08902,2.89808,1.33695,287.346,415.066,9,24,3,2,2,1,239,0,1.03463,663,937.391,370.914,0,0,96,0,0,142,135,0,0,0.415584,0,0,0.594142,0.584416,0,0,0,0,0,0,-nan,0,0,0,0,-0.728905,1,0.362637,inf,-0.898234,0,0,3,0,0,0,0,0,0,0,0,2.58009,2.75758,1.22784,1.37192,0.709573,0.606959,214,0.862084,0.923819,0.848148,192,258.791,291.324,29,10,4,0,1,0.137931,12,33,231,0.194805,0.966527,596,637,"283.632
",8,1,1,0.05,0
2.60498,3.91714,1.47518,0,0,0,0.574408,0.685303,0.362413,0,1.16357,2.93124,1.26643,353.072,487.496,9,24,3,2,2,1,281,0,1.03309,779,1100.72,414.526,0,0,116,0,0,164,156,0,0,0.426471,0,0,0.58363,0.573529,0,0,0,0,0,0,-nan,0,1,0.371585,0.00355872,-0.425439,3,1.13966,3,0.210307,0,0,3,0,0,0,0,0,0,0,0,2.69118,2.63235,1.19008,1.4771,0.6641,0.565611,256,0.810539,0.821617,0.797492,232,306.507,333.464,29,8,4,0,2,0.137931,14,30,272,0.161765,0.967972,732,716,"323.701
",8,1,1,0.06,2
2.54198,3.85135,1.49084,0,0,0,0.563221,0.671954,0.370214,0,1.15437,3.12369,1.25596,321.18,449.294,9,21,3,2,2,1,262,0,1.03557,726,1009.05,390.601,0,0,108,0,0,153,145,0,0,0.426877,0,0,0.583969,0.573123,0,0,0,0,0,0,-nan,0,1,0.37988,0.00381679,-0.433063,2,0.757485,2,-0.359579,0,0,3,0,0,0,0,0,0,0,0,2.63241,2.64032,1.19499,1.43194,0.674441,0.578726,238,0.782801,0.830059,0.771042,216,283.479,310.394,29,10,4,0,2,0.137931,12,36,253,0.189723,0.965649,666,668,"302.333
",8,1,1,0.06,1
2.60215,3.8807,1.46355,0,0,0,0.566764,0.665141,0.355856,0,1.17249,2.92111,1.2459,350.709,481.755,9,21,3,2,2,1,279,0,1.03333,773,1082.72,408.332,0,0,116,0,0,162,154,0,0,0.42963,0,0,0.580645,0.57037,0,0,0,0,0,0,-nan,0,1,0.371901,0.00358423,-0.423308,2,0.771429,2,-0.350184,0,0,3,0,0,0,0,0,0,0,0,2.68889,2.59259,1.17914,1.48379,0.652718,0.562663,255,0.785607,0.80134,0.773803,232,303.337,327.464,29,8,4,0,2,0.137931,13,31,270,0.162963,0.967742,726,700,"318.368
",8,1,1,0.06,1
2.49167,3.94781,1.56468,0,0,0,0.551981,0.675334,0.382244,0,1.08372,3.15092,1.29516,288.686,420.127,9,23.8074,3,2,2,1,240,0,1.03896,666,947.473,375.523,0,0,96,0,0,143,135,0,0,0.415584,0,0,0.595833,0.584416,0,0,0,0,0,0,-nan,0,1,0.386288,0.00416667,-0.449331,2,0.725275,2,-0.39437,0,0,3,0,0,0,0,0,0,0,0,2.58874,2.75758,1.23073,1.36583,0.696618,0.595236,215,0.822795,0.923918,0.805409,192,259.791,292.594,29,10,4,0,2,0.137931,12,36,231,0.207792,0.9625,598,637,"284.299
",8,1,2,0.05,1
2.54198,3.82845,1.48228,0,0,0,0.56112,0.659216,0.360983,0,1.15326,3.15606,1.23329,321.232,448.06,9,19,3,2,2,1,262,0,1.03557,726,1003.05,388.359,0,0,108,0,0,153,145,0,0,0.426877,0,0,0.583969,0.573123,0,0,0,0,0,0,-nan,0,1,0.37988,0.00381679,-0.433063,3,1.14653,3,0.219227,0,0,3,0,0,0,0,0,0,0,0,2.63241,2.6166,1.18709,1.43194,0.668374,0.577982,238,0.782801,0.816888,0.755495,216,283.479,308.394,29,10,4,0,2,0.137931,12,36,253,0.189723,0.965649,666,662,"300.333
",8,1,2,0.05,2
2.5458,3.85369,1.49073,0,0,0,0.566504,0.670827,0.370418,0,1.15437,3.15311,1.25668,321.402,449.458,9,21,3,2,2,1,262,0,1.02745,726,1009.67,390.571,0,0,108,0,0,153,147,0,0,0.423529,0,0,0.583969,0.576471,0,0,0,0,0,0,-nan,0,0,0,0,-0.695734,1,0.380597,inf,-0.921358,0,0,3,0,0,0,0,0,0,0,0,2.61569,2.62745,1.1915,1.43733,0.672272,0.576988,239,0.835338,0.87661,0.826241,216,283.479,311.201,29,10,4,0,1,0.137931,12,36,255,0.188235,0.973282,667,670,"303.833
",8,1,2,0.05,0
2.60215,3.87863,1.46276,0,0,0,0.566764,0.664041,0.354498,0,1.17249,2.91147,1.2459,350.709,481.648,9,20.8074,3,2,2,1,279,0,1.03333,773,1082.14,408.111,0,0,116,0,0,162,154,0,0,0.42963,0,0,0.580645,0.57037,0,0,0,0,0,0,-nan,0,1,0.371901,0.00358423,-0.423308,2,0.772532,2,-0.350226,0,0,3,0,0,0,0,0,0,0,0,2.68889,2.58889,1.17791,1.48379,0.649488,0.561161,255,0.785607,0.812873,0.780421,232,303.337,327.272,29,8,4,0,2,0.137931,13,31,270,0.162963,0.967742,726,699,"318.034
",8,1,2,0.05,1
2.60215,3.87863,1.46276,0,0,0,0.566764,0.664041,0.354498,0,1.17249,2.91147,1.2459,350.709,481.648,9,20.8074,3,2,2,1,279,0,1.03333,773,1082.14,408.111,0,0,116,0,0,162,154,0,0,0.42963,0,0,0.580645,0.57037,0,0,0,0,0,0,-nan,0,1,0.371901,0.00358423,-0.423308,2,0.772532,2,-0.350226,0,0,3,0,0,0,0,0,0,0,0,2.68889,2.58889,1.17791,1.48379,0.649488,0.561161,255,0.785607,0.812873,0.780421,232,303.337,327.272,29,8,4,0,2,0.137931,13,31,270,0.162963,0.967742,726,699,"318.034
",8,1,2,0.05,1
2.60289,3.84596,1.45142,0,0,0,0.565581,0.648736,0.348768,0,1.19533,2.9366,1.22309,348.464,476.032,9,18,3,2,2,1,277,0,1.02593,767,1065.33,402.044,0,0,116,0,0,160,154,0,0,0.42963,0,0,0.577617,0.57037,0,0,0,0,0,0,-nan,0,0,0,0,-0.668548,1,0.393586,inf,-0.952107,0,0,3,0,0,0,0,0,0,0,0,2.67037,2.54074,1.16494,1.49578,0.636918,0.557445,255,0.808354,0.821111,0.800052,232,300.167,322.272,29,8,4,0,1,0.137931,12,32,270,0.162963,0.974729,721,686,"314.534
",8,1,2,0.04,0
2.54373,3.87958,1.50267,0,0,0,0.563962,0.663026,0.365541,0,1.12322,2.98219,1.25569,322.742,454.383,9,21,3,2,2,1,263,0,1.03137,729,1020.33,395.202,0,0,108,0,0,154,147,0,0,0.423529,0,0,0.585551,0.576471,0,0,0,0,0,0,-nan,0,1,0.381166,0.00380228,-0.432223,3,1.14009,3,0.211675,0,0,3,0,0,0,0,0,0,0,0,2.62353,2.63137,1.19542,1.43175,0.661813,0.566905,240,0.799127,0.839259,0.777837,216,284.479,312.664,29,8,4,0,2,0.137931,12,32,255,0.172549,0.969582,669,671,"304.833
",8,1,2,0.04,2
2.60498,3.91508,1.47441,0,0,0,0.574408,0.684098,0.36115,0,1.16357,2.92314,1.26643,353.072,487.391,9,23.8074,3,2,2,1,281,0,1.03309,779,1100.14,414.309,0,0,116,0,0,164,156,0,0,0.426471,0,0,0.58363,0.573529,0,0,0,0,0,0,-nan,0,1,0.371585,0.00355872,-0.425439,2,0.760839,2,-0.36175,0,0,3,0,0,0,0,0,0,0,0,2.69118,2.62868,1.18885,1.4771,0.661121,0.564183,256,0.810539,0.833538,0.804705,232,306.507,333.272,29,8,4,0,2,0.137931,14,30,272,0.161765,0.967972,732,715,"323.368
",8,1,2,0.05,1
2.60432,3.83473,1.44457,0,0,0,0.569938,0.663388,0.349337,0,1.21512,2.79914,1.22352,349.347,475.695,9,19,3,2,2,1,278,0,1.03346,770,1066.05,401.59,0,0,116,0,0,161,153,0,0,0.431227,0,0,0.579137,0.568773,0,0,0,0,0,0,-nan,0,1,0.371547,0.00359712,-0.423188,2,0.777457,2,-0.339738,0,0,3,0,0,0,0,0,0,0,0,2.69145,2.57249,1.17237,1.48505,0.655044,0.567027,254,0.787804,0.769961,0.770131,232,302.337,324.002,29,10,4,0,2,0.137931,13,32,269,0.167286,0.967626,724,692,"315.368
",8,1,2,0.04,1
2.53992,3.87504,1.50211,0,0,0,0.558554,0.660679,0.364107,0,1.12211,2.94645,1.25569,322.572,454.191,9,20.8074,3,2,2,1,263,0,1.03543,729,1019.14,395.055,0,0,108,0,0,154,146,0,0,0.425197,0,0,0.585551,0.574803,0,0,0,0,0,0,-nan,0,1,0.38024,0.00380228,-0.433233,3,1.13901,3,0.20989,0,0,3,0,0,0,0,0,0,0,0,2.62992,2.63386,1.19291,1.43055,0.662317,0.571728,239,0.780486,0.841645,0.765359,216,284.479,311.664,29,8,4,0,2,0.137931,12,32,254,0.173228,0.965779,668,669,"303
",8,1,2,0.04,2
2.60498,3.89135,1.46551,0,0,0,0.574408,0.672047,0.350595,0,1.16357,2.99167,1.24532,353.072,485.967,9,21.585,3,2,2,1,281,0,1.03309,779,1093.47,411.809,0,0,116,0,0,164,156,0,0,0.426471,0,0,0.58363,0.573529,0,0,0,0,0,0,-nan,0,1,0.371585,0.00355872,-0.425439,2,0.768362,2,-0.354889,0,0,3,0,0,0,0,0,0,0,0,2.69118,2.60294,1.18027,1.4771,0.652707,0.562254,256,0.810539,0.831278,0.790582,232,306.507,331.049,29,8,4,0,2,0.137931,14,30,272,0.161765,0.967972,732,708,"321.034
",8,1,3,0.05,1
2.54198,3.81224,1.47595,0,0,0,0.563221,0.65458,0.353231,0,1.15437,3.18507,1.20748,321.18,447.092,9,17.585,3,2,2,1,262,0,1.0315,726,998.808,386.698,0,0,108,0,0,153,146,0,0,0.425197,0,0,0.583969,0.574803,0,0,0,0,0,0,-nan,0,0,0,0,-0.69631,1,0.386018,inf,-0.92722,0,0,3,0,0,0,0,0,0,0,0,2.62205,2.59055,1.17585,1.43614,0.662175,0.580452,238,0.816839,0.855163,0.773723,216,283.479,306.979,29,10,4,0,1,0.137931,12,36,254,0.188976,0.969466,666,658,"298.667
",8,1,3,0.05,0
2.54198,3.83294,1.48383,0,0,0,0.563221,0.663071,0.361359,0,1.15437,3.15346,1.23267,321.18,448.308,9,19.3923,3,2,2,1,262,0,1.03557,726,1004.23,388.763,0,0,108,0,0,153,145,0,0,0.426877,0,0,0.583969,0.573123,0,0,0,0,0,0,-nan,0,1,0.37988,0.00381679,-0.433063,4,1.5287,4,0.796187,0,0,3,0,0,0,0,0,0,0,0,2.63241,2.6166,1.18709,1.43194,0.664041,0.57528,238,0.782801,0.849738,0.763211,216,283.479,308.786,29,10,4,0,2,0.137931,12,36,253,0.189723,0.965649,666,662,"300.333
",8,1,3,0.05,3
2.67596,3.91105,1.43079,0,0,0,0.56103,0.643107,0.332644,0,1.24792,2.71414,1.21842,372.304,500.558,9,18.585,3,2,2,1,287,0,1.03237,795,1122.47,410.636,0,0,120,0,0,166,158,0,0,0.431655,0,0,0.578397,0.568345,0,0,0,0,0,0,-nan,0,1,0.361979,0.00348432,-0.415848,2,0.787535,2,-0.336903,0,0,3,0,0,0,0,0,0,0,0,2.76259,2.53957,1.16092,1.53426,0.630641,0.553489,263,0.806096,0.789862,0.791106,240,314.195,332.657,29,8,4,0,2,0.137931,14,30,278,0.158273,0.968641,768,706,"322.736
",8,1,3,0.06,1
2.5458,3.83133,1.48205,0,0,0,0.566504,0.66086,0.361114,0,1.15437,3.18473,1.23329,321.402,448.159,9,19,3,2,2,1,262,0,1.0315,726,1003.81,388.298,0,0,108,0,0,153,146,0,0,0.425197,0,0,0.583969,0.574803,0,0,0,0,0,0,-nan,0,1,0.38081,0.00381679,-0.432051,4,1.53243,4,0.805338,0,0,3,0,0,0,0,0,0,0,0,2.62598,2.61024,1.19029,1.43314,0.661124,0.572042,239,0.801484,0.855163,0.765359,216,283.479,309.564,29,10,4,0,2,0.137931,12,36,254,0.188976,0.969466,667,663,"302.333
",8,1,3,0.05,3
2.5458,3.83133,1.48205,0,0,0,0.566504,0.66086,0.361114,0,1.15437,3.18473,1.23329,321.402,448.159,9,19,3,2,2,1,262,0,1.02745,726,1003.81,388.298,0,0,108,0,0,153,147,0,0,0.423529,0,0,0.583969,0.576471,0,0,0,0,0,0,-nan,0,0,0,0,-0.695734,1,0.384036,inf,-0.92968,0,0,3,0,0,0,0,0,0,0,0,2.61569,2.60392,1.18562,1.43733,0.662555,0.576592,239,0.835338,0.888807,0.799354,216,283.479,309.564,29,10,4,0,1,0.137931,12,36,255,0.188235,0.973282,667,664,"302.333
",8,1,3,0.05,0
2.60573,3.86769,1.45749,0,0,0,0.571457,0.65902,0.347998,0,1.17474,2.97963,1.22325,350.879,480.963,9,19.585,3,2,2,1,279,0,1.02952,773,1079.08,406.641,0,0,116,0,0,162,155,0,0,0.428044,0,0,0.580645,0.571956,0,0,0,0,0,0,-nan,0,1,0.372765,0.00358423,-0.422387,3,1.1681,3,0.262246,0,0,3,0,0,0,0,0,0,0,0,2.68266,2.56827,1.17417,1.48498,0.641014,0.554223,256,0.802562,0.814243,0.778256,232,303.337,326.857,29,8,4,0,2,0.137931,13,31,271,0.162362,0.971326,727,696,"318.201
",8,1,3,0.05,2
2.60289,3.83063,1.44541,0,0,0,0.564639,0.642291,0.340041,0,1.18731,2.95289,1.19875,348.487,475.146,9,16.585,3,2,2,1,277,0,1.02974,767,1061.08,400.379,0,0,116,0,0,160,153,0,0,0.431227,0,0,0.577617,0.568773,0,0,0,0,0,0,-nan,0,1,0.373093,0.00361011,-0.420245,3,1.18676,3,0.298032,0,0,3,0,0,0,0,0,0,0,0,2.6803,2.52788,1.16308,1.49177,0.62666,0.550496,255,0.775981,0.791824,0.75229,232,300.167,320.857,29,8,4,0,2,0.137931,12,32,269,0.163569,0.971119,721,680,"312.868
",8,1,3,0.06,2
2.60289,3.84146,1.44975,0,0,0,0.564639,0.645563,0.345725,0,1.18731,2.96644,1.22376,348.487,475.828,9,17.585,3,2,2,1,277,0,1.02974,767,1064.08,401.58,0,0,116,0,0,160,153,0,0,0.431227,0,0,0.577617,0.568773,0,0,0,0,0,0,-nan,0,1,0.373093,0.00361011,-0.420245,2,0.787701,2,-0.337337,0,0,3,0,0,0,0,0,0,0,0,2.6803,2.53903,1.16679,1.49177,0.629337,0.550407,255,0.775981,0.809796,0.77247,232,300.167,321.857,29,8,4,0,2,0.137931,12,32,269,0.163569,0.971119,721,683,"313.868
",8,1,3,0.05,1
2.60432,3.81946,1.43875,0,0,0,0.569938,0.656864,0.340996,0,1.21512,2.8272,1.1991,349.347,474.807,9,17.585,3,2,2,1,278,0,1.03346,770,1061.81,399.973,0,0,116,0,0,161,153,0,0,0.431227,0,0,0.579137,0.568773,0,0,0,0,0,0,-nan,0,1,0.371547,0.00359712,-0.423188,2,0.783115,2,-0.335215,0,0,3,0,0,0,0,0,0,0,0,2.69145,2.5539,1.16618,1.48505,0.647003,0.564707,254,0.787804,0.774685,0.75436,232,302.337,322.587,29,10,4,0,2,0.137931,13,32,269,0.167286,0.967626,724,687,"313.701
",8,1,3,0.06,1
2.60498,3.89273,1.46603,0,0,0,0.574408,0.672216,0.349526,0,1.16357,2.98038,1.24532,353.072,486.136,9,21.7142,3,2,2,1,281,0,1.03309,779,1093.86,411.954,0,0,116,0,0,164,156,0,0,0.426471,0,0,0.58363,0.573529,0,0,0,0,0,0,-nan,0,1,0.371585,0.00355872,-0.425439,2,0.769448,2,-0.356328,0,0,3,0,0,0,0,0,0,0,0,2.69118,2.59926,1.17905,1.4771,0.647021,0.559192,256,0.810539,0.859158,0.796084,232,306.507,331.179,29,8,4,0,2,0.137931,14,30,272,0.161765,0.967972,732,707,"320.701
",8,1,4,0.05,1
2.54615,3.81179,1.47621,0,0,0,0.564146,0.650157,0.36141,0,1.16029,3.19903,1.23387,319.18,443.525,9,17.585,3,2,2,1,260,0,1.02767,720,991.066,383.816,0,0,108,0,0,151,145,0,0,0.426877,0,0,0.580769,0.573123,0,0,0,0,0,0,-nan,0,1,0.382175,0.00384615,-0.428571,4,1.55215,4,0.858058,0,0,3,0,0,0,0,0,0,0,0,2.6166,2.57708,1.18709,1.44159,0.643485,0.567782,239,0.791661,0.884644,0.785441,216,280.309,306.108,29,10,4,0,2,0.137931,11,37,253,0.189723,0.973077,662,652,"300.333
",8,1,4,0.06,3
2.60498,3.89273,1.46603,0,0,0,0.574408,0.672216,0.349526,0,1.16357,2.98038,1.24532,353.072,486.136,9,21.7142,3,2,2,1,281,0,1.03309,779,1093.86,411.954,0,0,116,0,0,164,156,0,0,0.426471,0,0,0.58363,0.573529,0,0,0,0,0,0,-nan,0,1,0.371585,0.00355872,-0.425439,2,0.769448,2,-0.356328,0,0,3,0,0,0,0,0,0,0,0,2.69118,2.59926,1.17905,1.4771,0.647021,0.559192,256,0.810539,0.859158,0.796084,232,306.507,331.179,29,8,4,0,2,0.137931,14,30,272,0.161765,0.967972,732,707,"320.701
",8,1,4,0.05,1
2.60215,3.83669,1.44679,0,0,0,0.566764,0.645867,0.3331,0,1.17249,3.00464,1.18589,350.709,479.15,9,16.9069,3,2,2,1,279,0,1.03333,773,1070.44,403.654,0,0,116,0,0,162,154,0,0,0.42963,0,0,0.580645,0.57037,0,0,0,0,0,0,-nan,0,1,0.371901,0.00358423,-0.423308,2,0.787172,2,-0.337999,0,0,3,0,0,0,0,0,0,0,0,2.68889,2.54074,1.16186,1.48379,0.62967,0.555973,255,0.785607,0.813409,0.750179,232,303.337,323.371,29,8,4,0,2,0.137931,13,31,270,0.162963,0.967742,726,686,"313.701
",8,1,4,0.07,1
2.49367,3.84857,1.52517,0,0,0,0.55088,0.651519,0.37335,0,1.11089,2.98878,1.29613,285.154,407.611,9,18.3219,3,2,2,1,237,0,1.03043,657,912.111,361.465,0,0,96,0,0,140,134,0,0,0.417391,0,0,0.590717,0.582609,0,0,0,0,0,0,-nan,0,0,0,0,-0.724095,1,0.375204,inf,-0.915333,0,0,3,0,0,0,0,0,0,0,0,2.56957,2.66522,1.20565,1.38104,0.682589,0.596626,214,0.85625,0.955994,0.826901,192,255.621,283.815,29,10,4,0,1,0.137931,11,34,230,0.195652,0.970464,591,613,"277.299
",8,1,4,0.05,0
2.5434,3.88088,1.50185,0,0,0,0.567328,0.665277,0.356063,0,1.11524,3.05719,1.25507,324.935,458.118,9,20.9069,3,2,2,1,265,0,1.03113,735,1028.43,397.99,0,0,108,0,0,156,149,0,0,0.420233,0,0,0.588679,0.579767,0,0,0,0,0,0,-nan,0,0,0,0,-0.700484,1,0.380178,inf,-0.939528,0,0,3,0,0,0,0,0,0,0,0,2.62257,2.63035,1.18677,1.42758,0.659717,0.574375,240,0.839945,0.918839,0.818036,216,287.649,314.764,29,8,4,0,1,0.137931,13,31,257,0.171206,0.969811,674,676,"305
",8,1,4,0.06,0
2.60573,3.86572,1.45669,0,0,0,0.571457,0.658316,0.346626,0,1.17474,2.96825,1.22325,350.879,480.848,9,19.3923,3,2,2,1,279,0,1.02952,773,1078.54,406.417,0,0,116,0,0,162,155,0,0,0.428044,0,0,0.580645,0.571956,0,0,0,0,0,0,-nan,0,1,0.372765,0.00358423,-0.422387,3,1.16978,3,0.268515,0,0,3,0,0,0,0,0,0,0,0,2.68266,2.56458,1.17663,1.48498,0.632308,0.55969,256,0.802562,0.856391,0.778256,232,303.337,327.179,29,8,4,0,2,0.137931,13,31,271,0.162362,0.971326,727,695,"318.868
",8,1,4,0.05,2
2.60791,3.84325,1.44678,0,0,0,0.573682,0.665539,0.350452,0,1.21115,2.81599,1.2468,349.539,476.296,9,19.585,3,2,2,1,278,0,1.02963,770,1068.42,402.205,0,0,116,0,0,161,154,0,0,0.42963,0,0,0.579137,0.57037,0,0,0,0,0,0,-nan,0,1,0.372414,0.00359712,-0.422263,2,0.779221,2,-0.342683,0,0,3,0,0,0,0,0,0,0,0,2.68519,2.56667,1.17358,1.48624,0.644266,0.556593,255,0.804794,0.829714,0.791579,232,302.337,325.394,29,10,4,0,2,0.137931,13,32,270,0.166667,0.971223,725,693,"316.868
",8,1,4,0.06,1
2.60215,3.86687,1.45829,0,0,0,0.566764,0.658119,0.347199,0,1.17249,2.96531,1.2459,350.709,481.017,9,19.7142,3,2,2,1,279,0,1.03333,773,1078.86,406.862,0,0,116,0,0,162,154,0,0,0.42963,0,0,0.580645,0.57037,0,0,0,0,0,0,-nan,0,1,0.371901,0.00358423,-0.423308,3,1.16715,3,0.262699,0,0,3,0,0,0,0,0,0,0,0,2.68889,2.57037,1.17173,1.48379,0.636268,0.555617,255,0.785607,0.85557,0.789517,232,303.337,326.179,29,8,4,0,2,0.137931,13,31,270,0.162963,0.967742,726,694,"316.368
",8,1,4,0.05,2
