c_avg_deg_cons,c_avg_dom_cons,c_avg_domdeg_cons,c_bounds_d,c_bounds_r,c_bounds_z,c_cv_deg_cons,c_cv_dom_cons,c_cv_domdeg_cons,c_domain,c_ent_deg_cons,c_ent_dom_cons,c_ent_domdeg_cons,c_logprod_deg_cons,c_logprod_dom_cons,c_max_deg_cons,c_max_dom_cons,c_max_domdeg_cons,c_min_deg_cons,c_min_dom_cons,c_min_domdeg_cons,c_num_cons,c_priority,c_ratio_cons,c_sum_ari_cons,c_sum_dom_cons,c_sum_domdeg_cons,d_array_cons,d_bool_cons,d_bool_vars,d_float_cons,d_float_vars,d_int_cons,d_int_vars,d_ratio_array_cons,d_ratio_bool_cons,d_ratio_bool_vars,d_ratio_float_cons,d_ratio_float_vars,d_ratio_int_cons,d_ratio_int_vars,d_ratio_set_cons,d_ratio_set_vars,d_set_cons,d_set_vars,gc_diff_globs,gc_global_cons,gc_ratio_diff,gc_ratio_globs,o_deg,o_deg_avg,o_deg_cons,o_deg_std,o_dom,o_dom_avg,o_dom_deg,o_dom_std,s_bool_search,s_first_fail,s_goal,s_indomain_max,s_indomain_min,s_input_order,s_int_search,s_labeled_vars,s_other_val,s_other_var,s_set_search,v_avg_deg_vars,v_avg_dom_vars,v_avg_domdeg_vars,v_cv_deg_vars,v_cv_dom_vars,v_cv_domdeg_vars,v_def_vars,v_ent_deg_vars,v_ent_dom_vars,v_ent_domdeg_vars,v_intro_vars,v_logprod_deg_vars,v_logprod_dom_vars,v_max_deg_vars,v_max_dom_vars,v_max_domdeg_vars,v_min_deg_vars,v_min_dom_vars,v_min_domdeg_vars,v_num_aliases,v_num_consts,v_num_vars,v_ratio_bounded,v_ratio_vars,v_sum_deg_vars,v_sum_dom_vars,"v_sum_domdeg_vars

",number_of_teams,fixtures_left,number_of_constraints,runtime,fpoints
2.69378,4.00849,1.46114,0,0,0,0.67177,0.769142,0.381707,0,1.21115,2.59146,1.23682,535.072,728.103,11,32.7453,3.32193,2,2,1,418,0,1.02703,1161,1675.55,610.755,0,0,179,0,0,238,228,0,0,0.439803,0,0,0.569378,0.560197,0,0,0,0,0,0,-nan,0,37,13.3739,0.0885167,7.04844,4,1.50046,0.108108,0.633955,0,0,2,0,0,0,0,0,0,0,0,2.76658,2.66585,1.19888,1.75555,0.789427,0.671743,387,0.575991,0.719728,0.609109,446,458.47,492.355,37,10,5,0,2,0.108108,106,35,407,0.346437,0.973684,1126,1085,"487.944
",10,1,3,0.04,23
2.52691,3.93278,1.53923,0,0,0,0.643716,0.738159,0.397669,0,1.03387,3.13435,1.29514,424.198,608.366,11,27.2535,3.32193,2,2,1,353,0,1.03216,979,1388.27,543.347,0,0,148,0,0,204,194,0,0,0.432749,0,0,0.577904,0.567251,0,0,0,0,0,0,-nan,0,37,14.1861,0.104816,8.17457,13,4.73987,0.351351,4.58539,0,0,2,0,0,0,0,0,0,0,0,2.60819,2.74269,1.23571,1.61306,0.815606,0.704002,323,0.658894,0.789537,0.620083,351,379.747,421.027,37,13,5,0,2,0.108108,69,43,342,0.327485,0.968839,892,938,"422.613
",10,1,3,0.04,12
2.57784,3.88226,1.4862,0,0,0,0.656796,0.742311,0.391312,0,1.09182,3.01196,1.25249,463.692,645.281,11,26.2535,3.32193,2,2,1,379,0,1.02432,1051,1471.38,563.271,0,0,162,0,0,216,208,0,0,0.437838,0,0,0.569921,0.562162,0,0,0,0,0,0,-nan,0,0,0,0,-0.596553,1,0.376782,inf,-0.784283,0,0,2,0,0,0,0,0,0,0,0,2.64054,2.65405,1.20443,1.6763,0.794634,0.685018,351,0.633084,0.78006,0.63082,379,408.956,445.161,37,13,5,0,1,0.108108,69,43,370,0.302703,0.976253,977,982,"445.64
",10,1,3,0.04,27
2.62935,3.89977,1.46005,0,0,0,0.663573,0.732093,0.369569,0,1.1685,2.94305,1.19215,502.149,688.216,11,24.2535,3.32193,2,2,1,402,0,1.02551,1115,1567.71,586.942,0,0,173,0,0,228,219,0,0,0.441327,0,0,0.567164,0.558673,0,0,0,0,0,0,-nan,0,37,13.7219,0.0920398,7.39771,4,1.53876,0.108108,0.702923,0,0,2,0,0,0,0,0,0,0,0,2.69643,2.59949,1.18729,1.7197,0.766462,0.663831,374,0.59018,0.699183,0.586778,412,435.75,466.875,37,10,5,0,2,0.108108,81,41,392,0.311224,0.975124,1057,1019,"465.417
",10,1,3,0.04,19
2.62408,3.93936,1.47723,0,0,0,0.663426,0.739554,0.371415,0,1.13441,2.89527,1.20812,507.658,702.029,11,27.2535,3.32193,2,2,1,407,0,1.02519,1129,1603.32,601.234,0,0,174,0,0,232,223,0,0,0.438287,0,0,0.570025,0.561713,0,0,0,0,0,0,-nan,0,0,0,0,-0.58349,1,0.380633,inf,-0.798454,0,0,2,0,0,0,0,0,0,0,0,2.69018,2.6272,1.19186,1.71383,0.775708,0.671006,377,0.634936,0.746083,0.606688,414,441.335,475.397,37,10,5,0,1,0.108108,82,36,397,0.297229,0.97543,1068,1043,"473.167
",10,1,3,0.04,22
2.57292,3.93977,1.51032,0,0,0,0.655408,0.749887,0.390958,0,1.10342,3.10993,1.23383,469.388,661.365,11,29.4234,3.32193,2,2,1,384,0,1.02674,1065,1512.87,579.964,0,0,163,0,0,220,211,0,0,0.435829,0,0,0.572917,0.564171,0,0,0,0,0,0,-nan,0,0,0,0,-0.599919,1,0.371769,inf,-0.789356,0,0,2,0,0,0,0,0,0,0,0,2.64171,2.68984,1.2145,1.66689,0.795877,0.685665,354,0.653917,0.78463,0.645862,381,414.541,454.496,37,10,5,0,1,0.108108,70,41,374,0.296791,0.973958,988,1006,"454.223
",10,1,3,0.04,20
2.69471,3.96878,1.44671,0,0,0,0.669556,0.74435,0.368312,0,1.21926,2.58898,1.20517,532.92,721.119,11,27.5754,3.32193,2,2,1,416,0,1.02211,1155,1651.01,601.833,0,0,179,0,0,236,228,0,0,0.439803,0,0,0.567308,0.560197,0,0,0,0,0,0,-nan,0,0,0,0,-0.56678,1,0.383239,inf,-0.797624,0,0,2,0,0,0,0,0,0,0,0,2.7543,2.60934,1.18332,1.76435,0.773248,0.665335,387,0.601263,0.714167,0.619187,446,455.3,485.127,37,10,5,0,1,0.108108,105,36,407,0.346437,0.978365,1121,1062,"481.61
",10,1,3,0.04,21
2.57963,3.92579,1.49985,0,0,0,0.665658,0.769622,0.395639,0,1.08346,3.03235,1.26685,468.151,655.798,11,30.5754,3.32193,2,2,1,383,0,1.02957,1063,1503.58,574.442,0,0,162,0,0,220,210,0,0,0.435484,0,0,0.574413,0.564516,0,0,0,0,0,0,-nan,0,37,13.9312,0.0966057,7.78494,4,1.47036,0.108108,0.578985,0,0,2,0,0,0,0,0,0,0,0,2.65591,2.72043,1.2226,1.66105,0.81238,0.693067,352,0.627288,0.763471,0.609084,390,415.296,455.278,37,13,5,0,2,0.108108,82,41,372,0.330645,0.971279,988,1012,"454.806
",10,1,3,0.04,17
2.51811,3.99745,1.57134,0,0,0,0.636984,0.730572,0.391428,0,1.01748,2.48429,1.24291,431.064,628.665,11,29.4234,3.32193,2,2,1,359,0,1.02865,995,1435.08,564.113,0,0,150,0,0,208,199,0,0,0.429799,0,0,0.579387,0.570201,0,0,0,0,0,0,-nan,0,0,0,0,-0.621079,1,0.364301,inf,-0.791503,0,0,2,0,0,0,0,0,0,0,0,2.59026,2.74499,1.2391,1.6101,0.803154,0.695031,329,0.719015,0.822241,0.669234,355,384.577,430.351,37,10,5,0,1,0.189189,69,38,349,0.30659,0.972145,904,958,"432.446
",10,1,3,0.04,23
2.68884,4.00624,1.46289,0,0,0,0.669974,0.753696,0.370831,0,1.17823,2.78342,1.21978,538.412,734.658,11,30.5754,3.32193,2,2,1,421,0,1.02433,1169,1686.63,615.877,0,0,180,0,0,240,231,0,0,0.437956,0,0,0.570071,0.562044,0,0,0,0,0,0,-nan,0,0,0,0,-0.569468,1,0.378802,inf,-0.79548,0,0,2,0,0,0,0,0,0,0,0,2.75426,2.6399,1.19066,1.75602,0.78091,0.669654,390,0.622599,0.745917,0.614758,448,460.885,493.648,37,10,5,0,1,0.108108,106,34,411,0.340633,0.976247,1132,1085,"489.36
",10,1,3,0.04,25
2.62531,3.88669,1.45845,0,0,0,0.661229,0.712283,0.358075,0,1.14844,2.8934,1.17267,503.263,690.322,11,20.9316,3.32193,2,2,1,403,0,1.02284,1117,1566.34,587.757,0,0,174,0,0,228,220,0,0,0.441624,0,0,0.565757,0.558376,0,0,0,0,0,0,-nan,0,37,13.7788,0.0918114,7.41541,4,1.5666,0.108108,0.769293,0,0,2,0,0,0,0,0,0,0,0,2.68528,2.5533,1.1802,1.72328,0.736521,0.650011,377,0.604195,0.720571,0.588986,425,434.995,465.179,37,10,5,0,2,0.108108,91,38,394,0.327411,0.977667,1058,1006,"465
",10,1,4,0.04,24
2.62469,3.91873,1.47008,0,0,0,0.661521,0.728043,0.367026,0,1.13774,2.89864,1.2084,505.488,696.727,11,24.9316,3.32193,2,2,1,405,0,1.02532,1123,1587.09,595.384,0,0,174,0,0,230,221,0,0,0.440506,0,0,0.567901,0.559494,0,0,0,0,0,0,-nan,0,37,13.7488,0.091358,7.42472,4,1.54146,0.108108,0.715044,0,0,2,0,0,0,0,0,0,0,0,2.69114,2.59494,1.1865,1.71708,0.757245,0.657169,377,0.608479,0.735723,0.587572,414,438.165,470.601,37,10,5,0,2,0.108108,81,37,395,0.298734,0.975309,1063,1025,"468.667
",10,1,4,0.04,20
2.62408,3.91919,1.46976,0,0,0,0.663426,0.728079,0.359899,0,1.13441,2.91562,1.19054,507.658,700.505,11,24.5165,3.32193,2,2,1,407,0,1.02778,1129,1595.11,598.193,0,0,174,0,0,232,222,0,0,0.439394,0,0,0.570025,0.560606,0,0,0,0,0,0,-nan,0,37,13.7191,0.0909091,7.43403,7,2.68865,0.189189,2.21171,0,0,2,0,0,0,0,0,0,0,0,2.69697,2.60354,1.18561,1.71093,0.763505,0.66448,377,0.6111,0.71573,0.561344,414,441.335,472.66,37,10,5,0,2,0.108108,82,36,396,0.29798,0.972973,1068,1031,"469.5
",10,1,4,0.04,29
2.62871,3.90476,1.4616,0,0,0,0.665471,0.733972,0.363527,0,1.16496,2.98039,1.19173,504.318,692.463,11,24.5165,3.32193,2,2,1,404,0,1.02799,1121,1577.52,590.488,0,0,173,0,0,230,220,0,0,0.440204,0,0,0.569307,0.559796,0,0,0,0,0,0,-nan,0,37,13.6921,0.0915842,7.40707,4,1.53366,0.108108,0.693363,0,0,2,0,0,0,0,0,0,0,0,2.70229,2.60814,1.18511,1.71351,0.769666,0.668814,374,0.59125,0.696901,0.567481,412,438.92,469.197,37,10,5,0,2,0.108108,82,40,393,0.310433,0.972772,1062,1025,"465.75
",10,1,4,0.04,34
